-444.5709253,296.7765813,18.20296278,45.53320095,1.642507317,-15.42532893,4.708653434,46.79012564,8.448925522,15.88926208,-2.299609819,-1.374681324,-2.641533969,1.174837807,7.493284595,0.950578376,-0.79230308,0.094994191,-0.028631893,0.551794102,-0.397791465,-0.098951999,-11.20214815,1.171277806,-0.70571622,-0.753745303,0.557775568,-1.565879522,0.447549975,-0.804403514,-0.082356963,0.158020305,-0.75953792,0.210702054,-0.393224319,0.365776848,0.453181127,0.678997965,0.891810334,1.230811423,1.421893853,1.796245577,1.986594789,2.309712745,2.508269362,1.9
195.4243833,42.54853319,-47.23203771,55.06009239,7.180519704,18.73585816,13.4611909,-0.250631923,7.562356483,2.405553082,1.593589461,1.197751017,-4.760450041,5.557350941,2.952858501,-0.568501161,1.263653625,0.264443576,-0.380575593,0.541066446,-0.156689174,-0.129977477,-13.21688769,1.243025784,-0.617623207,-0.480988676,1.009216657,-1.467315952,0.638503134,-1.05557448,-0.142481837,0.288174005,-0.905409419,0.412507593,-0.550613182,0.334412624,0.406531854,0.655775659,0.960409124,1.218916262,1.415330834,1.815549724,2.011390836,2.334045402,2.517978317,3.4
334.3874228,-17.84912727,-72.64870084,82.934209,-7.99051126,22.85789655,9.841212062,0.76061468,8.92224287,1.08362853,1.925126325,-2.493728316,0.463604382,6.757116237,6.608159328,0.52718261,1.760427011,-0.783930175,-0.69081692,0.24780546,-0.111404234,-0.345220166,-13.86132481,1.197870695,-0.601726982,-0.364537171,1.195473514,-1.48304699,0.684525661,-1.047715967,-0.143757429,0.242736485,-0.955325714,0.387359469,-0.542921045,0.323392939,0.384863082,0.65816439,0.975785687,1.247341344,1.422940229,1.800574102,2.004081288,2.318267673,2.518088568,4
-84.54038945,105.204346,-51.07903733,53.36287226,-3.819920473,-0.333042264,7.604570831,10.18209867,1.337922097,4.478997067,2.8566327,3.640288659,-4.613068554,5.089041672,2.090276417,0.364750834,0.881863661,0.407738892,-0.409803748,0.619589249,-0.416741501,-0.178598484,-12.4255966,1.228370283,-0.701706484,-0.601578579,0.797317825,-1.623437208,0.650104669,-0.952707732,-0.167598067,0.264679619,-0.836251894,0.484566176,-0.577712433,0.341841187,0.426488323,0.681705291,0.939973474,1.236867156,1.449592456,1.802308702,1.988632606,2.341643842,2.501177587,2.6
-362.3763599,236.8864324,-116.7529868,72.59838732,42.28705416,-6.337295499,35.86409302,8.53128966,-2.272589888,-5.680349816,-7.21639744,-4.929034346,-5.150065123,2.192723087,0.762342923,-0.803628964,1.117153196,-0.083568106,-0.302715944,0.256175626,0.258623375,-0.110121683,-11.33453209,1.237707304,-0.689179302,-0.633431315,0.822133377,-1.66836012,0.368191523,-1.094392768,-0.144865871,0.246858053,-0.746369831,0.38886489,-0.37182258,0.367235405,0.446046505,0.641987622,0.941404073,1.23337072,1.399887305,1.803748841,1.989725215,2.31813955,2.50994235,1.85
206.6246952,24.02027665,-72.0654173,75.62764495,19.73695915,18.92913958,16.72084805,2.821395753,-1.982211276,-1.122906324,-1.645558661,0.01459581,-3.217426906,3.137747189,4.54493206,0.600368707,1.760483619,-0.192177567,-0.570645033,0.292406077,-0.039660417,-0.280656558,-13.2945435,1.121821548,-0.6274928,-0.411901662,1.054818005,-1.488397909,0.532573523,-1.117312582,-0.28355053,0.202442847,-0.791863857,0.359784193,-0.530513006,0.341537911,0.40697201,0.648831817,0.982487338,1.226240794,1.441750408,1.802549779,1.990607859,2.323734659,2.514155224,2.95
338.8256527,-22.70001615,-77.98958892,63.16105039,14.53735343,27.26332656,12.39572633,-4.552294575,2.207998941,1.084128189,0.773332999,0.640856954,-4.305615912,3.955274891,2.898881841,-1.330747328,2.217592866,-0.289033775,-0.394477252,0.564651506,0.043295111,0.037143698,-13.87989012,1.137810095,-0.585317187,-0.321758811,1.186963307,-1.409509132,0.668945856,-1.150244222,-0.268301217,0.299526952,-0.860179736,0.384099038,-0.604703565,0.323696044,0.384167592,0.650318894,0.99617313,1.209485529,1.436585585,1.825090712,2.000905708,2.331351864,2.524474046,3.5
-41.12435014,67.44206033,-105.3620978,90.20309307,9.503981346,14.52099374,14.13882848,-2.637412096,1.565011592,-2.712171321,-0.093327516,3.151170894,-1.389428664,2.971750193,1.372734829,-1.47322815,1.067792096,0.171176677,-0.932191221,0.113005463,0.160541099,-0.358658658,-12.23257244,1.044191272,-0.709632314,-0.479279487,1.044419269,-1.471281263,0.478079762,-1.094311754,-0.254516966,0.159972655,-0.736359639,0.366641549,-0.512198744,0.346287538,0.415352072,0.677465612,0.992198431,1.236810491,1.433193738,1.795194359,1.97708112,2.34691507,2.531343389,2.45
-849.3316425,-85.84218826,-1.961908345,-37.04873426,-5.358821521,-48.55529766,22.99832062,-41.60642741,10.91239638,-0.097626187,2.352880346,7.188031584,-3.947607868,3.883940385,4.29223653,-0.170452469,0.056297648,-0.247380078,-0.11134633,0.169710552,-0.290712855,-0.114460473,-9.713861544,0.335816777,-1.060683553,-0.702740205,0.659590217,-1.543154929,0.459803184,-0.984173215,-0.046875456,0.434833157,-0.739582947,0.454022899,-0.562193131,0.405609116,0.501521829,0.760420952,1.044599105,1.277727422,1.465553561,1.856017249,2.014466254,2.403005117,2.535255989,2.05
122.7486646,10.76625336,-26.42627811,43.50896258,2.860978833,6.438784886,28.28582715,2.080523486,3.812685286,2.329776195,3.438432687,1.869661653,-3.616579433,7.533701045,2.357268073,-0.388128913,1.228701365,0.272249705,-0.529839654,-0.110710806,-0.19343768,-0.200447773,-12.98525796,1.099032343,-0.662211846,-0.457185254,0.905333565,-1.621148856,0.670563771,-1.001282538,-0.102493712,0.408619632,-0.913433808,0.422922608,-0.661132086,0.332484227,0.411151183,0.667899373,0.962911835,1.242140449,1.445231913,1.832203094,2.0163921,2.33473628,2.510946709,3.25
